county,state,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,release_date
Upshur,Texas,39377,39731,39918,39757,40280,40317,40771,41069,41179,41753,20200301
Upton,Texas,3338,3284,3263,3386,3482,3652,3690,3658,3637,3657,20200301
Uvalde,Texas,26443,26588,26746,26904,27022,26949,27081,27043,26787,26741,20200301
Val Verde,Texas,48971,48972,48976,49044,48845,48891,48911,49028,48988,49025,20200301
Van Zandt,Texas,52579,52487,52207,52328,52781,53430,54367,55163,55966,56590,20200301
Victoria,Texas,86883,87557,89116,90066,91042,92136,92402,92045,91878,92084,20200301
Walker,Texas,68241,68409,68609,69404,70076,70836,71845,72816,73136,72971,20200301
Waller,Texas,43519,44101,44335,45408,46765,48641,50046,51717,53512,55246,20200301
Ward,Texas,10594,10671,10823,11205,11571,11631,11571,11383,11709,11998,20200301
Washington,Texas,33708,33966,33930,34201,34403,34836,34740,34861,35496,35882,20200301
Webb,Texas,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652,20200301
Wharton,Texas,41281,41287,41136,41122,41095,41383,41609,41837,41499,41556,20200301
Wheeler,Texas,5387,5446,5589,5716,5696,5658,5518,5300,5158,5056,20200301
Wichita,Texas,131794,130803,131701,132192,132646,130961,131295,131689,131807,132230,20200301
Wilbarger,Texas,13509,13452,13289,13204,12988,13055,12880,12683,12777,12769,20200301
Willacy,Texas,22225,22167,22208,22019,21935,21863,21761,21508,21450,21358,20200301
Williamson,Texas,426287,442031,455750,470017,487913,507133,527622,546251,566463,590551,20200301
Wilson,Texas,43051,43667,44353,45217,46145,47178,48212,49211,50196,51070,20200301
Winkler,Texas,7085,7165,7371,7635,7819,8027,7915,7605,7778,8010,20200301
Wise,Texas,59115,59967,60424,61019,61702,62857,64478,65848,68284,69984,20200301
Wood,Texas,41977,42092,42383,42346,42764,43117,43753,44263,45157,45539,20200301
Yoakum,Texas,7851,7971,8055,8222,8398,8644,8652,8557,8590,8713,20200301
Young,Texas,18522,18355,18278,18354,18274,18163,18098,17922,17986,18010,20200301
Zapata,Texas,14087,14227,14276,14385,14376,14493,14446,14254,14149,14179,20200301
Zavala,Texas,11729,11875,12014,12195,12243,12310,12121,11957,11969,11840,20200301
Beaver,Utah,6655,6559,6500,6457,6432,6353,6478,6421,6625,6710,20200301
Box Elder,Utah,50175,50239,50201,50727,51300,51826,52975,53977,54906,56046,20200301
Cache,Utah,113386,114781,115895,117025,117894,119697,122201,124236,126400,128289,20200301
Carbon,Utah,21403,21305,21222,20903,20636,20391,20324,20131,20233,20463,20200301
Daggett,Utah,1077,1162,1095,1140,1124,1107,1076,1013,974,950,20200301
Davis,Utah,307910,311852,315926,322228,328714,334597,341000,346658,351101,355481,20200301
Duchesne,Utah,18647,18700,19000,19960,20199,20748,20242,19868,19943,19938,20200301
Emery,Utah,11005,10985,10939,10759,10638,10359,10206,10006,10003,10012,20200301
Garfield,Utah,5197,5149,5063,5029,5005,4962,4952,5025,5002,5051,20200301
Grand,Utah,9312,9298,9358,9376,9481,9551,9622,9589,9686,9754,20200301
Iron,Utah,46263,46622,46646,46530,47041,48113,49676,50761,52678,54839,20200301
Juab,Utah,10264,10313,10295,10261,10410,10551,11016,11293,11629,12017,20200301
Kane,Utah,7213,7295,7173,7124,7167,7039,7297,7520,7677,7886,20200301
Millard,Utah,12541,12570,12468,12555,12538,12620,12655,12821,12987,13188,20200301
Morgan,Utah,9522,9653,9807,10207,10601,11039,11370,11829,11956,12124,20200301
Piute,Utah,1565,1499,1497,1488,1467,1491,1459,1407,1438,1479,20200301
Rich,Utah,2254,2294,2257,2263,2273,2300,2313,2395,2456,2483,20200301
Salt Lake,Utah,1032976,1047610,1063956,1079392,1090005,1102273,1120109,1136719,1148692,1160437,20200301
San Juan,Utah,14824,14839,15037,14988,15058,15239,15329,15277,15358,15308,20200301
Sanpete,Utah,27940,28003,27961,28128,28297,28654,29232,29921,30503,30939,20200301
Sevier,Utah,20798,20870,20658,20747,20735,20858,21131,21292,21497,21620,20200301
Summit,Utah,36500,37421,37864,38420,39113,39640,40512,41330,41890,42145,20200301
Tooele,Utah,58502,59190,59792,60633,61442,62639,64612,67486,69989,72259,20200301
Uintah,Utah,32467,33241,34641,35682,36918,37791,36264,35228,35405,35734,20200301
Utah,Utah,519998,530688,539685,551273,560649,572667,590288,606742,621520,636235,20200301
Wasatch,Utah,23644,24408,25344,26584,27814,29118,30375,31890,33067,34091,20200301
Washington,Utah,138389,141249,144139,146987,151081,154650,159352,165929,171567,177556,20200301
Wayne,Utah,2772,2742,2705,2712,2695,2690,2671,2702,2671,2711,20200301
Weber,Utah,232133,233847,236251,238062,240152,242872,247131,251576,255697,260213,20200301
Addison,Vermont,36823,36969,36899,36934,36932,36929,36931,36900,36873,36777,20200301
Bennington,Vermont,37078,36813,36610,36534,36167,36153,35911,35675,35520,35470,20200301
Caledonia,Vermont,31166,31111,31025,31044,30873,30645,30154,30141,30236,29993,20200301
Chittenden,Vermont,156769,158033,158673,159432,159945,161293,161563,163031,163571,163774,20200301
Essex,Vermont,6312,6324,6224,6193,6154,6193,6224,6184,6234,6163,20200301
Franklin,Vermont,47821,48228,48317,48407,48763,48988,48963,48969,49258,49402,20200301
Grand Isle,Vermont,6948,6974,6972,6988,6968,6871,6921,6975,7110,7235,20200301
Lamoille,Vermont,24515,24707,24945,25111,25130,25240,25331,25360,25295,25362,20200301
Orange,Vermont,28944,29018,28916,28848,28875,28887,28908,28964,28888,28892,20200301
Orleans,Vermont,27245,27195,27165,27135,27024,27034,26766,26811,26859,27037,20200301
Rutland,Vermont,61586,61235,60803,60488,60039,59544,59122,59006,58596,58191,20200301
Washington,Vermont,59570,59591,59407,59218,58961,58652,58355,58253,58079,58409,20200301
Windham,Vermont,44502,44239,43996,43885,43656,43246,43163,42851,42635,42222,20200301
Windsor,Vermont,56600,56612,56138,55993,55727,55541,55345,55224,55204,55062,20200301
Accomack,Virginia,33148,33225,33268,32969,32971,32914,32871,32685,32581,32316,20200301
Albemarle,Virginia,99204,100213,101464,102270,103732,105117,106431,107768,108377,109330,20200301
Alleghany,Virginia,16203,16163,16034,15923,15605,15425,15387,15128,14986,14860,20200301
Amelia,Virginia,12746,12752,12745,12656,12713,12784,12801,12980,13057,13145,20200301
Amherst,Virginia,32387,32154,32630,32317,32158,31836,31887,31863,31684,31605,20200301
Appomattox,Virginia,15098,15109,15246,15320,15348,15492,15528,15723,15881,15911,20200301
Arlington,Virginia,209295,215990,221454,224894,225980,228548,231259,234647,236025,236842,20200301
Augusta,Virginia,73584,73648,73588,73842,73881,74292,74834,75177,75535,75558,20200301
Bath,Virginia,4721,4655,4642,4592,4535,4460,4409,4266,4253,4147,20200301
Bedford,Virginia,75035,75554,75750,76177,77034,77629,77993,78378,78882,78997,20200301
Bland,Virginia,6799,6773,6692,6673,6583,6532,6472,6354,6303,6280,20200301
Botetourt,Virginia,33199,33005,33123,32994,33080,33380,33252,33313,33352,33419,20200301
Brunswick,Virginia,17402,17127,17032,16984,16825,16845,16618,16570,16336,16231,20200301
Buchanan,Virginia,24084,23824,23822,23625,23152,22752,22212,21604,21369,21004,20200301
Buckingham,Virginia,17091,17213,17068,17150,16931,17017,17051,17038,17043,17148,20200301
Campbell,Virginia,54901,54789,54830,55078,55272,55356,55419,55326,55137,54885,20200301
Caroline,Virginia,28635,28672,28949,29248,29741,29900,30099,30432,30751,30725,20200301
Carroll,Virginia,30071,30092,29916,29909,29711,29870,29789,29812,29741,29791,20200301
Charles City,Virginia,7259,7205,7126,7072,6978,7046,7034,7026,7000,6963,20200301
Charlotte,Virginia,12568,12499,12401,12279,12175,12179,12119,12077,11944,11880,20200301
Chesterfield,Virginia,317198,320307,323880,327612,332093,334915,338479,343276,348281,352802,20200301
Clarke,Virginia,14012,14190,14245,14253,14315,14239,14294,14454,14511,14619,20200301
Craig,Virginia,5198,5169,5138,5138,5176,5136,5120,5062,5102,5131,20200301
Culpeper,Virginia,46838,47345,47844,48606,49237,49551,50319,51235,51795,52605,20200301
Cumberland,Virginia,10028,9985,9841,9848,9839,9756,9745,9828,9857,9932,20200301
Dickenson,Virginia,15847,15779,15707,15526,15344,15201,15014,14722,14526,14318,20200301
Dinwiddie,Virginia,28063,28119,28223,28084,28094,28148,28468,28630,28633,28544,20200301
Essex,Virginia,11146,11169,11135,11161,11071,11096,11077,10969,10896,10953,20200301
Fairfax,Virginia,1086155,1103439,1120395,1131784,1136271,1140401,1144188,1148728,1148463,1147532,20200301
Fauquier,Virginia,65440,66032,66561,67139,68116,68423,68805,69547,70642,71222,20200301
Floyd,Virginia,15365,15400,15431,15482,15526,15548,15677,15758,15790,15749,20200301
Fluvanna,Virginia,25791,25956,25883,25825,25969,26133,26187,26480,26898,27270,20200301
Franklin,Virginia,56176,56337,56290,56269,56258,56227,56158,56315,56191,56042,20200301
Frederick,Virginia,78550,79512,80229,81474,82714,83493,84638,86456,88173,89313,20200301
Giles,Virginia,17316,17151,17022,16988,16849,16762,16827,16754,16799,16720,20200301
Gloucester,Virginia,36940,36889,36838,36768,37024,37010,37114,37295,37341,37348,20200301
Goochland,Virginia,21744,21374,21273,21565,21849,22165,22485,22703,23219,23753,20200301
Grayson,Virginia,15497,15366,15143,15128,15922,15959,15867,15697,15635,15550,20200301
Greene,Virginia,18457,18667,18803,18848,19105,19183,19309,19593,19692,19819,20200301
Greensville,Virginia,12234,12001,11745,11689,11564,11786,11500,11569,11432,11336,20200301
Halifax,Virginia,36206,36000,35738,35386,35204,35103,34990,34575,34181,33911,20200301
Hanover,Virginia,99902,99908,100339,101065,101724,103071,104290,105674,106886,107766,20200301
Henrico,Virginia,307253,310430,315587,318640,321835,324375,325931,327559,328993,330818,20200301
Henry,Virginia,54135,53552,53112,52748,52237,51940,51645,51346,51050,50557,20200301
Highland,Virginia,2297,2260,2234,2205,2238,2196,2210,2217,2208,2190,20200301
Isle of Wight,Virginia,35316,35296,35343,35526,35865,36159,36326,36571,36972,37109,20200301
James City,Virginia,67661,68297,69409,70612,72064,72819,73930,75274,76033,76523,20200301
King and Queen,Virginia,6976,6987,7009,7029,7082,7085,7054,6999,7045,7025,20200301
King George,Virginia,23696,24273,24606,24897,25260,25414,25947,26337,26612,26836,20200301
King William,Virginia,15999,16014,15977,16092,16149,16282,16405,16684,16919,17148,20200301
Lancaster,Virginia,11362,11275,11125,10959,10861,10825,10771,10725,10696,10603,20200301
Lee,Virginia,25605,25544,25428,25080,24724,24595,24165,23900,23656,23423,20200301
Loudoun,Virginia,315478,326327,337847,349915,362206,374014,385546,397049,405522,413538,20200301
Louisa,Virginia,33309,33465,33494,33987,34310,34611,35304,35912,36784,37591,20200301
Lunenburg,Virginia,12910,12911,12638,12532,12482,12348,12319,12333,12215,12196,20200301
Madison,Virginia,13300,13141,13132,13090,13030,13047,13081,13212,13248,13261,20200301
Mathews,Virginia,8974,8944,8911,8898,8813,8834,8769,8709,8792,8834,20200301
Mecklenburg,Virginia,32708,32560,31686,31239,31104,30922,30813,30693,30624,30587,20200301
Middlesex,Virginia,10980,10854,10850,10781,10657,10686,10749,10625,10733,10582,20200301
Montgomery,Virginia,94557,94737,95652,96589,97107,97317,98172,98142,98532,98535,20200301
Nelson,Virginia,14978,15020,14802,14800,14863,14760,14805,14800,14862,14930,20200301
New Kent,Virginia,18543,18764,19149,19516,20019,20377,21009,21638,22317,23091,20200301
Northampton,Virginia,12409,12408,12212,12030,12038,12080,12002,11872,11761,11710,20200301
Northumberland,Virginia,12355,12451,12422,12298,12256,12241,12176,12271,12168,12095,20200301
Nottoway,Virginia,15840,15894,15756,15637,15511,15606,15495,15432,15400,15232,20200301
Orange,Virginia,33578,33994,34275,34620,34923,35178,35354,35870,36598,37051,20200301
Page,Virginia,24065,23957,23841,23723,23784,23662,23619,23784,23972,23902,20200301
Patrick,Virginia,18470,18335,18333,18249,18175,17960,17796,17713,17663,17608,20200301
Pittsylvania,Virginia,63586,63262,62895,62554,62371,62010,61704,61309,60901,60354,20200301
Powhatan,Virginia,28125,28129,28178,28300,28496,28056,28443,28716,29210,29652,20200301
Prince Edward,Virginia,23359,22318,23172,22714,22975,23120,23020,22678,22906,22802,20200301
Prince George,Virginia,35642,36716,37123,37333,37415,38246,37972,38006,37993,38353,20200301
Prince William,Virginia,406169,419094,429616,437735,443782,450978,456496,463069,466235,470335,20200301
Pulaski,Virginia,34828,34740,34732,34546,34340,34351,34249,34225,34060,34027,20200301
Rappahannock,Virginia,7500,7476,7409,7428,7336,7400,7380,7393,7345,7370,20200301
Richmond,Virginia,9280,9208,9079,8952,8884,8781,8758,8889,8970,9023,20200301
Roanoke,Virginia,92401,92815,92738,93311,93378,93376,93528,93939,94086,94186,20200301
Rockbridge,Virginia,22346,22445,22378,22328,22432,22396,22450,22668,22761,22573,20200301
Rockingham,Virginia,76408,76861,77137,77419,77878,78445,79367,80397,81261,81948,20200301
Russell,Virginia,28878,28683,28427,28336,28077,27854,27422,27046,26795,26586,20200301
Scott,Virginia,23128,23053,22954,22768,22519,22296,22082,21893,21672,21566,20200301
Shenandoah,Virginia,42052,42266,42530,42506,42729,42848,42907,43276,43473,43616,20200301
Smyth,Virginia,32198,32047,31896,31772,31573,31419,31126,30731,30454,30104,20200301
Southampton,Virginia,18640,18638,18507,18329,18223,18136,18080,17841,17713,17631,20200301
Spotsylvania,Virginia,122976,124537,125827,127392,128804,129948,131252,132739,134011,136215,20200301
Stafford,Virginia,129832,132200,133368,135923,138791,140868,143501,146792,149824,152882,20200301
Surry,Virginia,7044,6921,6839,6787,6780,6671,6554,6503,6463,6422,20200301
Sussex,Virginia,12011,12086,11924,11766,11723,11692,11414,11379,11241,11159,20200301
Tazewell,Virginia,45117,44730,44264,44017,43379,42905,42155,41303,41058,40595,20200301
Warren,Virginia,37518,37646,37887,38500,40126,38716,39165,39409,40006,40164,20200301
Washington,Virginia,54967,54831,55095,54776,54603,54268,54100,54179,54067,53740,20200301
Westmoreland,Virginia,17489,17635,17513,17552,17436,17549,17649,17725,17817,18015,20200301
Wise,Virginia,41572,41454,40909,40662,39892,39572,39027,38574,37875,37383,20200301
Wythe,Virginia,29252,29202,29328,29282,29055,29097,28912,28829,28698,28684,20200301
York,Virginia,65222,65772,65825,65980,66523,67802,67832,68022,67976,68280,20200301
Alexandria,Virginia,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428,20200301
Bristol,Virginia,17766,17717,17692,17386,17191,17146,17088,16880,16685,16762,20200301
Buena Vista,Virginia,6611,6711,6747,6652,6549,6529,6435,6482,6494,6478,20200301
Charlottesville,Virginia,43461,43761,44580,45012,45518,46301,46943,47463,47506,47266,20200301
Chesapeake,Virginia,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835,20200301
Colonial Heights,Virginia,17339,17284,17383,17487,17442,17444,17398,17424,17504,17370,20200301
Covington,Virginia,5940,5914,5842,5827,5772,5663,5637,5576,5578,5538,20200301
Danville,Virginia,42924,42645,42705,42623,42263,41947,41665,41044,40649,40044,20200301
Emporia,Virginia,5921,5841,5813,5693,5597,5558,5478,5467,5363,5346,20200301
Fairfax City,Virginia,22614,22460,22894,23230,23310,23230,23246,23435,23725,24019,20200301
Falls Church,Virginia,12399,12660,13087,13360,13416,13728,13582,14245,14467,14617,20200301
Franklin City,Virginia,8579,8445,8482,8536,8392,8331,8201,8145,8089,7967,20200301
Fredericksburg,Virginia,24354,25752,27179,27818,28256,28043,28360,28498,29171,29036,20200301
Galax,Virginia,6991,6846,6852,6931,6899,6800,6604,6484,6348,6347,20200301
Hampton,Virginia,137415,136628,137177,137332,137680,136264,135374,134725,134330,134510,20200301
Harrisonburg,Virginia,48993,49935,51312,51537,52542,52675,53542,53644,53488,53016,20200301
Hopewell,Virginia,22642,22502,22309,22161,22109,22231,22539,22505,22478,22529,20200301
Lexington,Virginia,7043,6972,7018,7146,7125,7162,7148,7154,7297,7446,20200301
Lynchburg,Virginia,75548,76584,77269,77940,78141,79134,79710,80523,81309,82168,20200301
Manassas,Virginia,38212,39101,40284,41082,41142,41409,41189,41141,41046,41085,20200301
Manassas Park,Virginia,14449,15067,15397,15896,15916,16129,16456,17149,17718,17478,20200301
Martinsville,Virginia,13760,13596,13492,13416,13317,13259,12996,12823,12627,12554,20200301
Newport News,Virginia,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225,20200301
Norfolk,Virginia,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742,20200301
Norton,Virginia,4012,4087,4124,4099,4135,4009,3972,3918,3972,3981,20200301
Petersburg,Virginia,32502,32091,31996,32311,32241,31892,31380,31137,31056,31346,20200301
Poquoson,Virginia,12148,12042,12114,12094,12009,12021,11952,12039,12169,12271,20200301
Portsmouth,Virginia,95451,95748,96480,96075,95829,96336,95165,94838,94750,94398,20200301
Radford,Virginia,16430,16814,16714,17117,17392,17295,17324,17484,18101,18249,20200301
Richmond City,Virginia,204302,206391,210794,213860,217044,220856,225369,227230,229221,230436,20200301
Roanoke City,Virginia,96720,96782,98011,98849,99427,99669,99337,98986,99009,99143,20200301
Salem,Virginia,24895,25026,25179,25317,25428,25364,25252,25373,25293,25301,20200301
Staunton,Virginia,23737,24023,23809,24101,24283,24185,24156,24325,24562,24932,20200301
Suffolk,Virginia,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108,20200301
Virginia Beach,Virginia,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974,20200301
Waynesboro,Virginia,20993,21103,21066,21167,21305,21542,21757,22242,22531,22630,20200301
Williamsburg,Virginia,13727,14109,14526,14617,14580,14800,14884,14994,15002,14954,20200301
Winchester,Virginia,26150,26660,27008,27321,27382,27480,27785,28178,27962,28078,20200301
Adams,Washington,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983,20200301
Asotin,Washington,21725,21971,21909,22129,22190,22113,22286,22509,22616,22582,20200301
Benton,Washington,176465,180436,182373,184318,186489,190218,193494,198200,201286,204390,20200301
Chelan,Washington,72750,73214,73472,73723,74121,75041,75855,76298,76752,77200,20200301
Clallam,Washington,71503,71762,71766,72046,72467,73202,74240,75637,76551,77331,20200301
Clark,Washington,426704,432283,436361,441341,448202,456939,465272,474381,481427,488241,20200301
Columbia,Washington,4094,4005,3977,4002,3985,3960,3975,4002,4039,3985,20200301
Cowlitz,Washington,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593,20200301
Douglas,Washington,38514,38662,39197,39387,39773,40545,41366,42027,42749,43429,20200301
Ferry,Washington,7545,7639,7663,7594,7592,7520,7531,7576,7638,7627,20200301
Franklin,Washington,79077,83051,85698,86448,87665,88727,90199,91896,94003,95222,20200301
Garfield,Washington,2261,2237,2209,2237,2201,2222,2246,2215,2240,2225,20200301
Grant,Washington,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,20200301
Grays Harbor,Washington,72848,72366,71773,71046,70780,71011,71531,72490,73801,75061,20200301
Island,Washington,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141,20200301
